#Peloponnesian Immersion Pack Stuff;;;;;;;;;;;;;;x
tsakonian;Tsakonian;;;;;;;;;;;;;x
VIET_peloponnesian_tyrian_purple;Peloponnesian Purple Dye;;;;;;;;;;;;;x
VIET_peloponnesian_tyrian_purple_desc;The sea-snail that produces the famed and rare Tyrian purple dye can be found in the coasts of this region. The demand for Tyrian purple is always high, which helps support the local economy.;;;;;;;;;;;;;x
VIET_peloponnesian_kalamata_olives;Kalamata Olives;;;;;;;;;;;;;x
VIET_peloponnesian_kalamata_olives_desc;The world-famous Kalamata olives hail from this region.;;;;;;;;;;;;;x
VIET_peloponnesian_corinthian_silk;Corinthian Silk;;;;;;;;;;;;;x
VIET_peloponnesian_corinthian_silk_desc;The city of Corinth is the site of a flourishing silk industry, one of the few outside China.;;;;;;;;;;;;;x
VIET_melingoi_soldier;Melingoi Soldier;;;;;;;;;;;;;x
VIET_melingoi_soldier_desc;This warrior comes from the Melingoi tribe. Of the two Slavic tribes on the Peloponnese, the Melingoi are stronger and more prosperous compared to their Ezeritai cousins, and they thus have more official contacts with the Greeks.;;;;;;;;;;;;;x
VIET_ezeritai_soldier;Ezeritai Soldier;;;;;;;;;;;;;x
VIET_ezeritai_soldier_desc;This warrior comes from the Ezeritai tribe. Of the two Slavic tribes on the Peloponnese, the Ezeritai are weaker and more isolated, and are thus an even more rugged and hardy people.;;;;;;;;;;;;;x
monogatari.150.desc;xxxxx;;;;;;;;;;;x
monogatari.150.a;Xxxxxxffff;;;;;;;;;;;;;x
monogatari.151.desc;xxxxx;;;;;;;;;;;x
monogatari.151.a;Xxxxxxffff;;;;;;;;;;;;;x
monogatari.152.desc;Ever since the Slavic invasions of Greece many generations ago, a number of Slavs have lived in scattered villages across my Peloponnesian holdings. Divided into two tribes, the Melingoi and the Ezeritai, their martial skills are useful to those willing to make use of them. We have the opportunity to recruit a renowned fighter from one of these tribes to fight for us.;;;;;;;;;;;x
monogatari.152.a;Recruit a Melingoi soldier;;;;;;;;;;;;;x
monogatari.152.b;Recruit an Ezeritai soldier;;;;;;;;;;;;;x
monogatari.152.c;I have no need for these Slavs;;;;;;;;;;;;;x
VIET_peloponnesian_melingoi_spawn_tooltip;A Melingoi soldier, trained in the arts of war, joins your court. He may have a family accompanying him.;;;;;;;;;;;x
VIET_peloponnesian_ezeritai_spawn_tooltip;An Ezeritai soldier, trained in the arts of war, joins your court. He may have a family accompanying him.;;;;;;;;;;;x
#monogatari.153.title;Rebirth of Sparta;;;;;;;;;;;x
#monogatari.153.desc;The Spartans are a people of legend. The great rival to Athens and the home of famous warriors like Leonidas, the Kingdom of Sparta was once powerful and mighty. But hubris became its undoing, and it was successfully conquered - first by its former Greek vassals and enemies, then by the Romans.\n\nWith the restoration of ancient Hellenic and Roman values across the Mediterranean, [From.GetTitledName] has re-established the Kingdom of Sparta, and wishes to continue its ancient legacy. Whether the Spartan warriors shall be feared once more has yet to be seen, however.;;;;;;;;;;;x
#monogatari.153.a;Only time will tell.;;;;;;;;;;;;;x
monogatari.154.desc;Many inhabitants of the rugged regions of the Peloponnese are the descendants of the ancient Dorians, including the famed Spartans. Even to this day, they are renowned for their ferocity in battle, and prove useful to those who can win their loyalty. Today, we have an opportunity to recruit a renowned fighter from one of these tribes to fight for us.;;;;;;;;;;;x
monogatari.154.a;Recruit a Tsakonian marine;;;;;;;;;;;;;x
monogatari.154.b;Recruit a Maniot warrior;;;;;;;;;;;;;x
monogatari.154.c;I have no need for their services right now;;;;;;;;;;;;;x
VIET_peloponnesian_tsakonian_spawn_tooltip;A Tsakonian, and a former marine in one of the Greek navies, joins your court. He may have a family accompanying him.;;;;;;;;;;;x
VIET_peloponnesian_maniot_spawn_tooltip;A Maniot, a ruthless warrior from an isolated, rugged village, joins your court. He may have a family accompanying him.;;;;;;;;;;;x
monogatari.155.title;Peirene;;;;;;;;;;;x
monogatari.155.desc;The waterworks of Corinth were famous in ancient times as a site of pagan pilgrimage, but they have fallen into ruin over the centuries. The fountain of Peirene, in particular, was the most important of these waterworks. It was supposedly the favored watering hole of the divine stallion Pegasus, and was sacred to the muses - poets would often visit the fountain to drink its blessed waters in the hope they would receive inspiration. After some initial hurdles, I have set aside some funds for the restoration of the fountain.;;;;;;;;;;;x
monogatari.155.a;Its holy waters flow, once again.;;;;;;;;;;;;;x
monogatari.156.desc;We are ready to levy some of the local Slavic tribesmen. Should we focus on levying the Melingoi or the Ezeritai? If we have the resources, we might want to levy both. The wealthier Melingoi are better armed and disciplined, while the rugged Ezeritai are better at guerrilla tactics.;;;;;;;;;;;x
monogatari.156.a;Melingoi;;;;;;;;;;;;;x
monogatari.156.b;Ezeritai;;;;;;;;;;;;;x
monogatari.156.c;Both;;;;;;;;;;;;;x
monogatari.157.desc;xxxxx;;;;;;;;;;;x
monogatari.157.a;Xxxxxxffff;;;;;;;;;;;;;x
monogatari.158.desc;xxxxx;;;;;;;;;;;x
monogatari.158.a;Xxxxxxffff;;;;;;;;;;;;;x
monogatari.159.desc;xxxxx;;;;;;;;;;;x
monogatari.159.a;Xxxxxxffff;;;;;;;;;;;;;x
monogatari.160.desc;Every year, the Hellenes of Laconia hold the Hyacinthia festival. Dating back to antiquity, this festival was one of the Spartans' most important celebrations, lasting several days. This time, I've decided to officially attend the one of the celebrations myself, and made some financial contributions to the festival this year.;;;;;;;;;;;x
monogatari.160.a;And now we wait.;;;;;;;;;;;;;x
monogatari.161.desc;The first day of the Hyacinthia festival is here. I and my entourage have arrived at the festival grounds, ready to witness the entire week's worth of activities.;;;;;;;;;;;x
monogatari.161.a;Let's begin!;;;;;;;;;;;;;x
monogatari.162.title;The First Day;;;;;;;;;;;x
monogatari.162.desc;The first day is a day of mourning for Hyacinthus. The legends tell how Hyacinthus was the god Apollo's lover. One day, the two had a friendly competition of throwing the discus, but when Hyacinthus threw his discus, it flew back and hit him, wounding him mortally. Apollo tried everything to save Hyacinthus, but one cannot stop a death dictated by the Fates.\n\nFrom Hyacinthus' blood, Apollo created the Hyacinth flower, and he promised that he would forever remember his lost lover in song and music.\n\nOn this first day, sacrifices are offered to the dead, particularly Hyacinthus. Many openly weep for Hyacinthus.;;;;;;;;;;;x
monogatari.162.a;I don't cry at all.;;;;;;;;;;;;;x
monogatari.162.b;I cry a little, just to keep appearances.;;;;;;;;;;;;;x
monogatari.162.c;I cry an appropriate amount.;;;;;;;;;;;;;x
monogatari.162.d;I cry a lot!;;;;;;;;;;;;;x
monogatari.163.title;Second Day;;;;;;;;;;;x
monogatari.163.desc;The second day of Hyacinthia is upon us! It is livelier and more cheerful than the first day, and thus is more typical of an Apollonian festival. Today, devotees celebrate Hyacinthus' rebirth as the hyacinth plant. In the spirit of celebrations, even foreigners, non-believers, and slaves are allowed to participate in the activities and great banquets of this day.\n\nMany exciting games and activities are held, to test local youths and let them demonstrate their abilities and knowledge as a rite of passage. Most prominent of the activities is a procession of beautifully adorned maidens, riding in highly ornate, decorated chariots made of wicker-work.;;;;;;;;;;;x
monogatari.163.a;Sounds like a lot of fun!;;;;;;;;;;;;;x
monogatari.164.title;Third Day;;;;;;;;;;;x
monogatari.164.desc;It is now the third day of the Hyacinthia. After the joyous celebrations of the second day, the atmosphere is now solemn once more, as many important rituals are conducted.\n\nFurthermore, as part of the festival's focus as a rite of passage for young men and women, some of them are initiated into various mysteries dedicated to various deities or heroes. Most important of these mystery cults are those of Apollo's, of course, but Dionysus' is also quite prominent as well, particularly among the women.;;;;;;;;;;;x
monogatari.164.a;Let the day proceed.;;;;;;;;;;;;;x
monogatari.165.title;The Hyacinthia Ends;;;;;;;;;;;x
monogatari.165.desc;The Hyacinthia is over. The festival was a touching experience, a way for us to remember the hero Hyacinthus who died long ago, as well as an opportunity for the local youths to partake in many important rites of passage to ensure they will become productive members of society. Through these many celebrations and mournings, we remind ourselves of the things we value most in people such as bravery, respect, duty, and wisdom.;;;;;;;;;;;x
monogatari.165.a;Until next time.;;;;;;;;;;;;;x
monogatari.166.desc;The food during the first day of the Hyacinthia is very bland, as befits such a solemn day. Still, the bread tastes horribly plain, and the rest of the food offered is meager, and it is a far cry from the usual delicacies I eat at home.;;;;;;;;;;;x
monogatari.166.a;How are the others managing it?;;;;;;;;;;;;;x
monogatari.166.b;That's no problem for me!;;;;;;;;;;;;;x
monogatari.167.desc;What sort of offering did I bring with me beforehand to offer to the dead during the Hyacinthia?;;;;;;;;;;;x
monogatari.167.a;Just my presence is enough respect!;;;;;;;;;;;;;x
monogatari.167.b;A small offering - a token present to put on the altar.;;;;;;;;;;;;;x
monogatari.167.c;A medium offering - something decent but not too much.;;;;;;;;;;;;;x
monogatari.167.d;A large offering - a sacrifice worthy of the gods!;;;;;;;;;;;;;x
monogatari.168.desc;During the rituals of the first day of the Hyacinthia, I must remain solemn and quiet as I mourn Hyacinthus' death.;;;;;;;;;;;x
monogatari.168.a;A tragic story, it is.;;;;;;;;;;;;;x
monogatari.169.desc;Local youths have assembled as part of the Hyacinthia, with lyres and flutes in their hands. These young boys and girls form various choruses, and sing and play music for the glory of Apollo. Some of the festival attendees even begin dancing to the music, moving around and swaying their bodies in the ancient Dorian way.;;;;;;;;;;;x
monogatari.169.a;It is good music!;;;;;;;;;;;;;x
monogatari.169.b;I will join in on the dancing!;;;;;;;;;;;;;x
monogatari.170.desc;On the second day of the Hyacinthia, people hold small sacrifices inside their homes, and many often invite others - stranger and friend alike - to come to their house to partake in these. I myself have been invited to join in on a sacrifice.;;;;;;;;;;;x
monogatari.170.a;Very well! I'll gladly join.;;;;;;;;;;;;;x
monogatari.170.b;I have other things to attend to at the festivities!;;;;;;;;;;;;;x
monogatari.171.desc;The second day of the Hyacinthia is full of good eats too, and I don't want to miss out on any. It's simpler fare than I'm used to, but delicious nonetheless. I think I'll get started with the...;;;;;;;;;;;x
monogatari.171.a;Bread and meat;;;;;;;;;;;;;x
monogatari.171.b;Herbal soup;;;;;;;;;;;;;x
monogatari.171.c;Fresh olives;;;;;;;;;;;;;x
monogatari.171.d;Eggs and crumbly cheese;;;;;;;;;;;;;x
monogatari.172.desc;Ah! What a good meal that was! Now it is time to finish with some dessert...;;;;;;;;;;;x
monogatari.172.a;Fresh figs;;;;;;;;;;;;;x
monogatari.172.b;Sweetcake;;;;;;;;;;;;;x
monogatari.172.c;Syrupy baklava;;;;;;;;;;;;;x
monogatari.172.d;Juicy grapes;;;;;;;;;;;;;x
monogatari.173.desc;Horse races are an important, time-honored tradition of the Hyacinthia's second day. The contestants cover a good distance of ground, both in the local villages and the nearby countryside. I am spectating a certain horse race between four youths, and decide to support the...;;;;;;;;;;;x
monogatari.173.a;First contestant;;;;;;;;;;;;;x
monogatari.173.b;Second contestant;;;;;;;;;;;;;x
monogatari.173.c;Third contestant;;;;;;;;;;;;;x
monogatari.173.d;Fourth contestant;;;;;;;;;;;;;x
monogatari.174.desc;Alas, it appears my chosen contestant did not win the horse race. The youth appears crestfallen at this loss.;;;;;;;;;;;x
monogatari.174.a;Pathetic! And to think I thought you had a chance!;;;;;;;;;;;;;x
monogatari.174.b;Man up! Loss is a part of life.;;;;;;;;;;;;;x
monogatari.174.c;You did very well, and should be proud of yourself.;;;;;;;;;;;;;x
monogatari.174.d;It's just a silly race, don't worry about it.;;;;;;;;;;;;;x
monogatari.175.desc;Hurrah! My chosen contestant won the horse race. The youth looks quite pleased with himself.;;;;;;;;;;;x
monogatari.175.a;Congratulations to a victory well-earned!;;;;;;;;;;;;;x
monogatari.176.desc;xxxxx;;;;;;;;;;;x
monogatari.176.a;Xxxxxxffff;;;;;;;;;;;;;x
monogatari.177.desc;xxxxx;;;;;;;;;;;x
monogatari.177.a;Xxxxxxffff;;;;;;;;;;;;;x
monogatari.178.desc.girl;[target_VIET_hyacinthia_courtier.GetFullName] has distinguished herself at the Hyacinthia this year. Her singing, grace, and beautiful was admired by all. Typically, this would mean that she is a highly eligible marriage prospect for many of the local bachelors, but given the presence of a great [Root.GetTitle] such as yourself, perhaps you can offer her something even greater.;;;;;;;;;;;x
monogatari.178.desc.boy;[target_VIET_hyacinthia_courtier.GetFullName] has distinguished himself at the Hyacinthia this year. He proved himself a worthy man during the various activities, and was admired by all. Typically, this would mean he is ensured an important place in the local community, but given the presence of a great [Root.GetTitle] such as yourself, perhaps you can offer her something even greater.;;;;;;;;;;;x
monogatari.178.a;I think they are better suited serving their community.;;;;;;;;;;;;;x
monogatari.178.b;Let them join my court. Perhaps they will achieve great things.;;;;;;;;;;;;;x
monogatari.178.c;I know a courtier I think would make a decent spouse for them.;;;;;;;;;;;;;x
monogatari.178.d;I wish to take her as my consort.;;;;;;;;;;;;;x
monogatari.179.desc;xxxxx;;;;;;;;;;;x
monogatari.179.a;Xxxxxxffff;;;;;;;;;;;;;x
k_peloponnesian_sparta;Sparta;;;;;;;;;;;;;x
k_peloponnesian_sparta_adj;Spartan;;;;;;;;;;;;;x
reform_spartan_kingdom;Reform the Kingdom of Sparta;;;;;;;;;;;;;x
reform_spartan_kingdom_desc;The Kingdom of Sparta, also known as the Kingdom of Lacedaemon, was one of the most feared powers of the ancient world. It is time we re-established it!;;;;;;;;;;;;;x
restore_fountain_of_peirene;Restore the Fountains of Peirene;;;;;;;;;;;;;x
restore_fountain_of_peirene_desc;Corinth's waterworks were once a major site of pilgrimage, particularly the Fountain of Peirene. With Hellenic Paganism on the rise again, perhaps we should restore this holy fountain?;;;;;;;;;;;;;x
hold_hyacinthia_festival;Hold Hyacinthia Festival;;;;;;;;;;;;;x
hold_hyacinthia_festival_desc;The Hyacinthia Festival was the most important festivals of ancient Sparta. It is a time to mourn the death of the hero Hyacinthus, lover of the god Apollo, as well as a rite of passage for many young men and women.;;;;;;;;;;;;;x
VIET_tsakonian_soldier;Tsakonian Marine;;;;;;;;;;;;;x
VIET_tsakonian_soldier_desc;This man once served in the marine forces of one of the Greek fleets.;;;;;;;;;;;;;x
VIET_maniot_soldier;Maniot Warrior;;;;;;;;;;;;;x
VIET_maniot_soldier_desc;This man is a ruthless warrior from the rugged Mani Peninsula.;;;;;;;;;;;;;x
VIET_peirene_fountain;Fountain of Peirene;;;;;;;;;;;;;x
VIET_peirene_fountain_desc;The ancient pagan fountain of Peirene in Corinth - sacred to the Muses, and said to be the favored watering hole of Pegasus - has been restored. Like in the days of old, pilgrims flock to the area from far and wide in hope of receiving inspiration from it. Alongside the Peirene, other fabulous waterworks in Corinth have also been restored.;;;;;;;;;;;;;x
VIET_peloponnesian_slavic_recent;Not levied Slavic clansmen within the past five years;;;;;;;;;;;;;x
levy_peloponnesian_slavic_soldiers;Levy Slavic Tribesmen of the Peloponnese;;;;;;;;;;;;;x
levy_peloponnesian_slavic_soldiers_desc;We can levy the Melingoi or Ezeritai Slavs living in our Peloponnesian holdings to assist us in our current wars.;;;;;;;;;;;;;x
rebuild_hexamilion_wall;Rebuild the Hexamilion Wall;;;;;;;;;;;;;x
rebuild_hexamilion_wall_desc;The Hexamilion Wall was built during the reign of the Roman Emperor Theodosius II, protecting the region from the incursions of various Germanic tribes. In recent years, however, it is no longer being actively maintained. Perhaps we should restore it to its former glory....;;;;;;;;;;;;;x
VIET_hexamilion_wall;Hexamilion Wall;;;;;;;;;;;;;x
VIET_hexamilion_wall_desc;The original Hexamilion Wall, built during the reign of Roman Emperor Theodosius II, has been restored to its former glory. A six mile long bulwark stretching across the Isthmus of Corinth, it guards the only land route into the Peloponnesian peninsula from Greece.;;;;;;;;;;;;;x
